id,comment_dict
27217988420,"{'方便好用': 4, '功能强大': 4, '完美运行': 2, '毫无卡顿': 2, '高端大气': 2, '颜值爆表': 2, '颜色绚丽': 1, '质感俱佳': 1, '从未死机': 1, '灵敏度高': 1, '散热性佳': 1, '体验绝佳': 1}"
10095084794,"{'流畅至极': 48, '时尚美观': 29, '方便好用': 28, '反应超快': 25, '音质上乘': 19, '待机给力': 17, '持久耐用': 16, '清晰度高': 11, '颜色绚丽': 10, '做工精湛': 10, '性能一流': 9, '亮丽如新': 9}"
12176299473,"{'时尚美观': 2, '档次十足': 1, '反应超快': 1, '配置超棒': 1, '方便好用': 1, '音质上乘': 1, '内存充足': 1}"
30235692573,"{'反应超快': 1, '方便好用': 1, '时尚美观': 1, '容电量大': 1}"
31464093347,"{'声音洪亮': 3, '大小适宜': 1, '方便好用': 1, '持久耐用': 1, '做工精湛': 1, '操作简单': 1}"
34594273604,"{'反应超快': 7, '时尚美观': 6, '清晰度高': 5, '方便好用': 5, '流畅至极': 4, '高端大气': 4, '大小适宜': 2, '内存充足': 2, '画质感人': 1, '色彩饱满': 1, '功能强大': 1, '容量十足': 1}"
19998283467,"{'声音洪亮': 11, '方便好用': 6, '持久耐用': 6, '电筒特亮': 5, '待机给力': 4, '全面覆盖': 1, '通话清晰': 1, '轻巧舒适': 1, '轻薄适中': 1, '做工精湛': 1}"
30938386315,"{'大小适宜': 3, '完美运行': 3, '毫无卡顿': 3, '方便好用': 3, '拍照一流': 3, '响应迅速': 1, '续航出色': 1, '系统完美': 1, '制作精细': 1, '质感俱佳': 1, '包覆性好': 1, '容量充足': 1}"
33533396590,"{'声音洪亮': 13, '声音清晰': 4, '功能齐全': 3, '电筒特亮': 3, '操作简便': 2, '功能强大': 2, '容量充足': 2, '字体够大': 2, '制作精细': 1, '小巧精致': 1, '字体清晰': 1, '时尚美观': 1}"
100000180676,"{'方便好用': 10, '流畅至极': 7, '时尚美观': 7, '完美运行': 6, '清晰度高': 3, '时尚简约': 3, '续航出色': 2, '功能强大': 2, '品质优良': 2, '做工精湛': 2, '外观持久': 1, '格外亮眼': 1}"
29214056741,"{'待机给力': 2, '声音洪亮': 1, '简单实用': 1}"
31071878611,{'方便好用': 2}
31329685770,"{'流畅至极': 3, '完美运行': 2, '持久耐用': 2, '清晰度高': 1, '质感俱佳': 1, '高端大气': 1, '时尚美观': 1}"
25836502015,"{'完美运行': 12, '时尚美观': 8, '大小适宜': 5, '毫无卡顿': 4, '方便好用': 4, '颜色绚丽': 3, '清晰度高': 3, '超大屏幕': 2, '功能强大': 1, '像素一流': 1, '声音清晰': 1, '完全够用': 1}"
34603027874,"{'体积小巧': 1, '透明光亮': 1, '声音洪亮': 1, '使用简便': 1, '观感舒适': 1, '拍照一流': 1, '字体清晰': 1, '十分结实': 1, '音质上乘': 1, '字体够大': 1}"
100001964354,{'流畅至极': 1}
35105596137,{}
29445555174,"{'清新亮丽': 6, '清晰度高': 5, '流畅至极': 2, '毫无卡顿': 1, '方便好用': 1, '漂亮大方': 1, '像素一流': 1, '时尚美观': 1}"
34776265228,{}
32900863393,"{'流畅至极': 2, '时尚美观': 2, '内存充足': 2, '颜色绚丽': 1, '系统完美': 1, '清晰度高': 1, '使用简便': 1, '性能一流': 1, '效果尚佳': 1, '握感舒适': 1, '大方得体': 1}"
31470361879,"{'声音洪亮': 65, '操作简便': 10, '待机给力': 10, '字体够大': 9, '方便好用': 8, '持久耐用': 6, '使用简便': 5, '时尚美观': 5, '清晰度高': 4, '屏大小合适': 3, '美观大方': 2, '做工精湛': 2}"
26487289478,"{'声音洪亮': 39, '音质上乘': 12, '持久耐用': 11, '字大屏大': 10, '待机给力': 8, '操作简便': 7, '使用简便': 6, '方便好用': 5, '时尚美观': 4, '颜色绚丽': 2, '色泽亮丽': 1, '大方得体': 1}"
28008830401,{}
28686207962,"{'毫无卡顿': 2, '流畅至极': 1, '手感一流': 1, '使用舒适': 1, '超薄轻盈': 1, '高端大气': 1, '像素一流': 1, '舒适性强': 1}"
26134205502,"{'完美运行': 2, '流畅至极': 2, '优质耐用': 2, '防水性好': 1, '时尚简约': 1, '颜值爆表': 1, '系统纯净': 1, '待机给力': 1, '照片清晰': 1, '体验绝佳': 1}"
26182210397,"{'完美运行': 8, '方便好用': 4, '无比顺畅': 4, '时尚美观': 4, '大方得体': 3, '颜色绚丽': 2, '拍照一流': 2, '拍摄功能强': 2, '颜值爆表': 2, '大屏霸气': 1, '识别率强': 1, '舒适性强': 1}"
100001002236,"{'反应超快': 16, '时尚美观': 10, '方便好用': 9, '解锁迅速': 9, '充电快速': 7, '清晰度高': 6, '科技感强': 6, '惊艳绝伦': 6, '灵敏度高': 5, '高科技感': 4, '颜色绚丽': 4, '功能强大': 4}"
28209436599,"{'时尚美观': 4, '流畅至极': 3, '方便好用': 3, '灵敏度高': 3, '字体够大': 3, '使用方便': 2, '颜色绚丽': 1, '反应超快': 1, '运行顺畅': 1, '漂亮大方': 1, '散热性佳': 1}"
30153347109,{}
34562559899,"{'声音洪亮': 21, '方便好用': 19, '字体够大': 10, '待机给力': 9, '使用方便': 7, '操作简单': 6, '时尚简约': 3, '高端大气': 3, '大小适宜': 2, '声音清晰': 2, '自体很大': 2, '做工精湛': 2}"
29179298629,"{'声音洪亮': 17, '方便好用': 10, '声音清晰': 6, '操作简便': 5, '待机给力': 5, '时尚美观': 5, '简单实用': 3, '操作简单': 3, '大小适宜': 2, '简单大方': 1, '超大屏幕': 1, '完全够用': 1}"
15928131745,"{'完美运行': 6, '流畅至极': 3, '清晰度高': 3, '时尚美观': 3, '充电快速': 1, '使用方便': 1, '待机给力': 1, '持久耐用': 1, '内存充足': 1, '大方得体': 1}"
35014028584,"{'颜色绚丽': 2, '大小适宜': 1, '方便好用': 1}"
10653300131,"{'声音洪亮': 17, '做工精湛': 10, '方便好用': 5, '电筒特亮': 4, '功能齐全': 3, '清晰度高': 3, '待机给力': 3, '流畅至极': 2, '质感俱佳': 2, '电池耐用': 2, '大小适宜': 1, '高端大气': 1}"
26810753122,{}
27389822670,"{'时尚美观': 9, '反应超快': 5, '配置超棒': 4, '方便好用': 4, '完全够用': 3, '流畅至极': 2, '超大屏幕': 2, '屏大小合适': 2, '无比顺畅': 2, '持久耐用': 2, '防水性好': 1, '高端大气': 1}"
27395395662,"{'颜色绚丽': 1, '方便好用': 1, '时尚美观': 1}"
34189206660,"{'流畅至极': 1, '颜色绚丽': 1, '时尚美观': 1}"
4154589,"{'完美运行': 21, '方便好用': 20, '时尚美观': 14, '流畅至极': 12, '清晰度高': 10, '续航出色': 6, '功能强大': 6, '舒适性强': 5, '散热性佳': 5, '做工精湛': 5, '屏大小合适': 4, '超大屏幕': 3}"
30125682244,"{'大小适宜': 3, '灵敏度高': 2, '流畅至极': 1, '反应超快': 1, '操作简便': 1, '拍照一流': 1, '系统超快': 1, '使用方便': 1, '像素一流': 1, '大方得体': 1}"
27037944386,{}
25951500014,"{'完美运行': 7, '毫无卡顿': 3, '惊艳绝伦': 3, '持久耐用': 3, '时尚美观': 3, '颜色绚丽': 2, '清晰度高': 2, '音质上乘': 2, '做工精湛': 2, '功能超多': 1, '感应灵活': 1, '优质耐用': 1}"
22603565789,"{'方便好用': 3, '手感一流': 1}"
5097658,"{'流畅至极': 2, '电池耐用': 2, '声音洪亮': 1, '操作简便': 1, '系统干净': 1, '字体够大': 1}"
31769028700,"{'完美运行': 1, '流畅至极': 1, '持久耐用': 1}"
16007583576,"{'时尚美观': 10, '完美运行': 6, '方便好用': 5, '反应超快': 4, '清晰度高': 4, '屏大小合适': 3, '功能齐全': 2, '手感一流': 2, '小巧精致': 2, '圆润通透': 2, '贴合度高': 1, '舒适性强': 1}"
34707945520,"{'声音洪亮': 3, '字体够大': 2, '按键清晰': 1, '持久耐用': 1}"
31931188374,"{'声音洪亮': 50, '小巧精致': 23, '声音清晰': 14, '操作简单': 13, '方便好用': 12, '操作简便': 11, '便携小巧': 9, '待机给力': 8, '时尚美观': 6, '精致优雅': 5, '清晰度高': 3, '电筒特亮': 3}"
3370685,"{'声音洪亮': 86, '方便好用': 27, '超大字体': 25, '时尚美观': 17, '清晰度高': 12, '操作简便': 10, '待机给力': 10, '字体够大': 8, '大小适宜': 7, '使用简便': 7, '时尚简约': 5, '持久耐用': 5}"
15354128254,"{'使用方便': 5, '方便好用': 4, '声音洪亮': 3, '时尚美观': 3, '便携小巧': 2, '功能齐全': 2, '数字够大': 2, '使用简便': 2, '通话清晰': 2, '简单实用': 2, '设计人性化': 1, '持久耐用': 1}"
6009322,"{'高端大气': 15, '低调奢华': 5, '持久耐用': 5, '时尚美观': 5, '完美运行': 3, '功能齐全': 2, '流畅至极': 2, '大小适宜': 2, '声音洪亮': 2, '无比顺畅': 2, '待机给力': 2, '像素一流': 1}"
18109533847,"{'时尚美观': 7, '完美运行': 6, '清晰度高': 6, '流畅至极': 5, '方便好用': 5, '大小适宜': 4, '丝滑柔顺': 3, '高端大气': 3, '使用舒适': 2, '功能强大': 2, '尺寸适宜': 2, '网速超快': 1}"
28331915219,"{'完美运行': 6, '漂亮大方': 6, '照相功能强': 6, '毫无卡顿': 5, '功能强大': 5, '时尚美观': 5, '清晰度高': 4, '持久耐用': 3, '设计一流': 3, '时尚简约': 2, '待机给力': 2, '内存充足': 2}"
26961748195,{}
28270225778,"{'时尚美观': 18, '完美运行': 15, '方便好用': 12, '清晰度高': 11, '无比顺畅': 6, '亮丽如新': 5, '时尚简约': 4, '做工精湛': 4, '功能强大': 3, '拍照功能强': 2, '续航出色': 1, '声音清晰': 1}"
12966278311,"{'流畅至极': 2, '声音洪亮': 2, '时尚美观': 2, '清晰度高': 1, '方便好用': 1, '使用方便': 1, '持久耐用': 1, '尺寸适宜': 1}"
28209134950,"{'解锁迅速': 18, '反应超快': 16, '时尚美观': 11, '方便好用': 7, '毫无卡顿': 4, '清晰度高': 3, '高端大气': 3, '充电快速': 2, '颜色绚丽': 2, '手感一流': 2, '超大屏幕': 2, '优质耐用': 2}"
5521171,"{'清晰度高': 5, '毫无卡顿': 5, '时尚美观': 4, '流畅至极': 3, '续航出色': 2, '高端大气': 2, '美颜神器': 2, '造型酷炫': 1, '解锁迅速': 1, '时尚简约': 1, '舒适性强': 1, '持久耐用': 1}"
35706055472,"{'完美运行': 2, '流畅至极': 1, '方便好用': 1, '拍照一流': 1, '持久耐用': 1, '轻薄适中': 1, '运行流畅': 1}"
34371096358,"{'声音洪亮': 79, '操作简便': 17, '声音清晰': 13, '方便好用': 12, '清晰度高': 10, '待机给力': 8, '按键清晰': 7, '时尚美观': 7, '使用简便': 6, '美观大方': 3, '小巧精致': 2, '尺寸适宜': 2}"
34161916103,{}
26656279798,"{'反应超快': 21, '时尚美观': 17, '清晰度高': 10, '毫无卡顿': 8, '方便好用': 8, '超大屏幕': 8, '时尚简约': 4, '高端大气': 4, '持久耐用': 3, '画质感人': 2, '功能齐全': 2, '愉悦舒爽': 2}"
1058633586,"{'手游畅通': 1, '持久耐用': 1}"
4289116,"{'毫无卡顿': 17, '持久耐用': 14, '流畅至极': 11, '超大屏幕': 11, '功能强大': 10, '愉悦舒爽': 10, '使用顺手': 9, '大小适宜': 8, '方便好用': 8, '清晰度高': 6, '漂亮大方': 4, '时尚美观': 4}"
32506333997,"{'流畅至极': 2, '方便好用': 2, '大小适宜': 1, '充电快速': 1, '使用简便': 1, '超大屏幕': 1, '高端大气': 1, '时尚美观': 1}"
32907415001,"{'清晰度高': 1, '时尚美观': 1, '音质上乘': 1}"
33500354320,"{'清晰度高': 3, '方便好用': 3, '大小适宜': 2, '完美运行': 2, '性能一流': 2, '功能强大': 2, '照相一流': 2, '流畅至极': 1, '反应超快': 1, '高端大气': 1, '时尚美观': 1, '做工精湛': 1}"
20747724168,"{'功能强大': 2, '美观大方': 1, '回头率高': 1, '携带方便': 1}"
36057285217,"{'充电快速': 1, '灵敏度高': 1}"
27930303775,{'声音洪亮': 1}
19926932660,{'屏大小合适': 2}
34658915935,{}
36782007590,"{'方便好用': 3, '完美运行': 2, '内存充足': 2, '颜色绚丽': 1, '反应超快': 1, '轻巧方便': 1, '功能强大': 1, '高端大气': 1, '像素一流': 1, '持久耐用': 1}"
17882833441,"{'流畅至极': 3, '操作简便': 3, '清晰度高': 1, '声音洪亮': 1, '方便好用': 1, '辨识度高': 1, '时尚简约': 1, '声音清晰': 1, '操作简单': 1, '尺寸适宜': 1}"
19678271996,"{'声音洪亮': 6, '声音清晰': 5, '使用简便': 4, '字体够大': 4, '待机给力': 3, '调节功能多': 2, '方便好用': 2, '美观大方': 2, '大小适宜': 1, '操作简便': 1, '质感俱佳': 1}"
29600561077,"{'反应超快': 1, '方便好用': 1, '高端大气': 1}"
6045275,"{'完美运行': 2, '清晰度高': 2, '续航出色': 1, '颜色绚丽': 1, '方便好用': 1, '无比顺畅': 1, '持久耐用': 1, '容量充足': 1, '时尚美观': 1, '精美漂亮': 1, '散热性佳': 1}"
29445947661,"{'声音洪亮': 71, '小巧精致': 21, '方便好用': 20, '续航出色': 19, '持久耐用': 15, '使用简便': 11, '操作简便': 10, '声音清晰': 10, '时尚美观': 7, '优质耐用': 6, '便携小巧': 5, '尺寸适宜': 3}"
32962174090,"{'声音洪亮': 206, '声音清晰': 98, '大屏清晰': 69, '操作简便': 61, '方便好用': 57, '漂亮大方': 43, '使用方便': 39, '待机给力': 36, '颜色绚丽': 34, '超大字体': 29, '清晰度高': 29, '高端大气': 28}"
6020633,"{'流畅至极': 24, '时尚美观': 19, '方便好用': 10, '反应超快': 4, '毫无卡顿': 4, '屏大小合适': 4, '时尚简约': 4, '大小适宜': 3, '功能齐全': 3, '方便卸载': 3, '完全够用': 3, '操作简单': 2}"
16204957203,"{'声音洪亮': 6, '操作简便': 3, '时尚美观': 3, '清晰度高': 2, '使用方便': 2, '字体够大': 2, '按键够大': 1, '方便好用': 1, '高端大气': 1, '时尚简约': 1, '音质上乘': 1}"
17216808333,"{'毫无卡顿': 1, '操作简便': 1, '美观大方': 1, '操作简单': 1}"
34224182533,{'清晰度高': 1}
29705576851,{'颜色绚丽': 1}
17874261795,"{'流畅至极': 5, '完美运行': 4, '功能齐全': 4, '续航出色': 3, '方便好用': 3, '颜值爆表': 3, '充电快速': 2, '清晰度高': 2, '散热性佳': 2, '色彩饱满': 1, '精致优雅': 1, '时尚美观': 1}"
29175021859,"{'时尚美观': 9, '颜色绚丽': 4, '反应超快': 4, '配置超棒': 3, '方便好用': 3, '流畅至极': 2, '毫无卡顿': 2, '拍照一流': 2, '高端大气': 2, '大小适宜': 1, '解锁迅速': 1, '内存充足': 1}"
32412480287,"{'时尚美观': 6, '清晰度高': 4, '完美运行': 3, '声音洪亮': 3, '流畅至极': 2, '方便好用': 2, '高端大气': 2, '待机给力': 2, '惊艳绝伦': 2, '愉悦舒爽': 2, '大小适宜': 1, '按键灵敏': 1}"
30119414298,"{'方便好用': 1, '颜值爆表': 1}"
10119532340,"{'小巧精致': 8, '方便好用': 6, '时尚美观': 5, '使用简便': 4, '声音洪亮': 4, '声音响亮': 3, '待机给力': 3, '使用方便': 2, '轻薄适中': 2, '操作简单': 2, '完美运行': 1}"
5114891,"{'完美运行': 10, '流畅至极': 10, '清晰度高': 7, '方便好用': 7, '手感一流': 6, '毫无卡顿': 6, '漂亮大方': 5, '时尚美观': 4, '大小适宜': 3, '内存足够': 3, '使用简便': 2, '超大屏幕': 2}"
28282972915,"{'清晰度高': 5, '漂亮大方': 2, '功能齐全': 1, '流畅至极': 1, '反应超快': 1, '方便好用': 1, '高端大气': 1, '从未死机': 1, '网速超快': 1, '内存充足': 1}"
29636004734,"{'声音洪亮': 26, '待机给力': 7, '方便好用': 6, '电池耐用': 6, '操作简便': 5, '时尚美观': 5, '字体够大': 4, '通话清晰': 2, '优质耐用': 2, '大小适宜': 1, '超大屏幕': 1, '小巧精致': 1}"
31798589194,"{'时尚美观': 4, '方便好用': 3, '流畅至极': 2, '制作精细': 2, '触感舒适': 1, '时尚简约': 1, '颜值爆表': 1}"
32156607129,"{'流畅至极': 3, '反应超快': 3, '方便好用': 3, '大小适宜': 1, '续航出色': 1, '手感一流': 1, '屏大小合适': 1, '小巧精致': 1, '做工精湛': 1}"
100000154516,"{'方便好用': 2, '适用性强': 1, '时尚美观': 1}"
31509287609,"{'流畅至极': 2, '续航出色': 2, '反应超快': 2, '毫无卡顿': 2, '漂亮大方': 2, '拍照一流': 2, '超大屏幕': 2, '时尚美观': 2, '上网极快': 1, '方便好用': 1, '大方得体': 1, '操作简单': 1}"
25168470706,{}
28330938150,"{'完美运行': 1, '毫无卡顿': 1, '方便好用': 1, '完全够用': 1}"
28980530626,"{'清晰度高': 7, '流畅至极': 4, '持久耐用': 4, '完美运行': 3, '方便好用': 3, '超大屏幕': 3, '画面细腻': 2, '拍照一流': 1, '散热性佳': 1, '做工精湛': 1}"
31100645149,{}
33535577682,"{'时尚美观': 15, '完美运行': 8, '清晰度高': 6, '功能齐全': 3, '方便好用': 3, '高端大气': 3, '流畅至极': 2, '手感一流': 2, '毫无卡顿': 2, '漂亮大方': 2, '时尚简约': 2, '握感舒适': 2}"
27115494851,"{'声音洪亮': 21, '清晰度高': 7, '方便好用': 7, '待机给力': 7, '字体够大': 7, '声音清晰': 6, '使用简便': 5, '时尚美观': 5, '操作简便': 4, '屏大小合适': 3, '高端大气': 3, '质感俱佳': 1}"
1466278167,"{'完美运行': 21, '方便好用': 13, '清晰度高': 10, '时尚美观': 10, '内存充足': 9, '毫无卡顿': 8, '颜色绚丽': 3, '待机给力': 3, '音质上乘': 3, '高端大气': 2, '大方得体': 2, '愉悦舒爽': 2}"
34808099105,"{'时尚美观': 2, '流畅至极': 1, '手感一流': 1, '相机一流': 1, '识别率强': 1, '功能强大': 1, '观感舒适': 1, '拍照一流': 1, '运转迅速': 1}"
26402367716,"{'时尚美观': 19, '流畅至极': 14, '手感一流': 13, '方便好用': 12, '高端大气': 9, '质感俱佳': 8, '待机给力': 7, '画面细腻': 6, '做工精湛': 6, '充电快速': 5, '操作简单': 5, '舒适性强': 4}"
12576741741,{}
34187327017,"{'方便好用': 2, '配置超棒': 1, '亮丽如新': 1, '内存充足': 1}"
6957420,"{'完美运行': 4, '使用舒适': 1, '清晰度高': 1, '功能强大': 1, '时尚美观': 1, '照相功能强': 1}"
30938386315,{}
1754478138,"{'声音洪亮': 4, '音量足够': 2, '容量十足': 1, '待机给力': 1, '容量充足': 1}"
4364857,"{'方便好用': 19, '操作简便': 15, '声音洪亮': 13, '通话清晰': 12, '待机给力': 12, '时尚美观': 10, '持久耐用': 8, '字体够大': 8, '清晰度高': 5, '金属质感': 2, '小巧精致': 2, '尺寸适宜': 2}"
31055848451,"{'质感俱佳': 1, '时尚美观': 1}"
12397047085,"{'拍照一流': 2, '持久耐用': 2, '时尚美观': 2, '续航出色': 1, '流畅至极': 1, '完美运行': 1, '颜色绚丽': 1, '能力十足': 1, '密封良好': 1, '高端大气': 1}"
33737545026,{}
11319391377,{}
35545020604,"{'方便好用': 10, '时尚美观': 10, '完美运行': 7, '清晰度高': 5, '流畅至极': 3, '毫无卡顿': 3, '相机功能多': 3, '手感一流': 2, '色彩饱满': 1, '黑色大方': 1, '屏大小合适': 1, '操作简单': 1}"
13617860517,{}
26258743637,"{'完美运行': 15, '漂亮大方': 11, '手感一流': 5, '毫无卡顿': 5, '方便好用': 5, '清晰度高': 4, '大小适宜': 3, '待机给力': 3, '性能一流': 2, '超大屏幕': 2, '时尚美观': 2, '内存充足': 2}"
5397397,"{'声音洪亮': 5, '操作简便': 4, '颜色绚丽': 3, '方便好用': 3, '时尚美观': 3, '简单实用': 2, '续航出色': 1, '颜色纯正': 1, '小巧精致': 1, '音质上乘': 1, '字体够大': 1, '优质耐用': 1}"
31427830934,"{'时尚美观': 11, '完美运行': 9, '方便好用': 9, '解锁迅速': 8, '流畅至极': 7, '反应超快': 7, '清晰度高': 7, '功能强大': 6, '愉悦舒爽': 5, '颜值爆表': 4, '大小适宜': 3, '高端大气': 3}"
31328512687,"{'操作简便': 12, '字体够大': 8, '使用简便': 7, '声音洪亮': 6, '方便好用': 6, '功能实用': 6, '流畅至极': 3, '反应超快': 3, '大小适宜': 2, '时尚美观': 2, '简洁大气': 1, '大方得体': 1}"
34997437626,"{'待机给力': 35, '小巧精致': 33, '方便好用': 19, '声音洪亮': 18, '音质上乘': 15, '操作简单': 15, '持久耐用': 14, '操作简便': 10, '优质耐用': 9, '屏大小合适': 4, '颜色绚丽': 3, '轻薄适中': 2}"
26130378340,"{'时尚美观': 2, '完美运行': 1, '毫无卡顿': 1, '识别率强': 1, '惊艳绝伦': 1}"
32962088952,"{'声音洪亮': 2, '方便好用': 2, '持久耐用': 1, '容量充足': 1, '体验绝佳': 1, '字体够大': 1}"
21580425001,"{'反应超快': 2, '超大屏幕': 2, '高端大气': 2, '使用简便': 1, '清晰度高': 1, '立体震撼': 1, '屏大小合适': 1, '优质耐用': 1}"
28766619758,"{'声音清晰': 9, '声音洪亮': 8, '操作简便': 4, '清晰度高': 3, '方便好用': 3, '待机给力': 3, '操作简单': 3, '便携小巧': 2, '小巧精致': 2, '完美运行': 1, '大方得体': 1, '新颖别致': 1}"
12674083875,{'方便好用': 1}
37495218292,"{'方便好用': 3, '大小适宜': 2, '音质上乘': 2, '颜色绚丽': 1, '手感一流': 1, '反应超快': 1, '色彩饱满': 1, '高端大气': 1, '体验绝佳': 1, '相素一流': 1, '优质耐用': 1}"
34996848027,"{'声音洪亮': 57, '方便好用': 43, '操作简便': 41, '颜色绚丽': 36, '时尚美观': 34, '声音清晰': 29, '使用简便': 27, '超大字体': 22, '待机给力': 20, '数显清晰': 10, '大小适宜': 8, '清晰度高': 8}"
11941536034,"{'完美运行': 6, '流畅至极': 5, '清晰度高': 5, '方便好用': 5, '时尚美观': 4, '漂亮大方': 2, '解锁迅速': 2, '愉悦舒爽': 2, '色彩饱满': 1, '做工精湛': 1, '内存充足': 1, '握持合适': 1}"
30583848404,"{'方便好用': 2, '防水性好': 1, '时尚美观': 1}"
27395921635,{}
36826348085,"{'反应超快': 6, '清晰度高': 4, '方便好用': 3, '流畅至极': 2, '毫无卡顿': 2, '时尚美观': 2, '续航出色': 1, '充电快速': 1, '简单好看': 1, '拍照一流': 1, '契合度高': 1}"
5489675,"{'方便好用': 2, '反应超快': 1, '轻巧方便': 1, '超大屏幕': 1}"
31346602461,"{'流畅至极': 3, '适用性强': 3, '时尚美观': 3, '完美运行': 2, '方便好用': 2, '超大屏幕': 2, '功能齐全': 1, '颜色绚丽': 1, '操作简便': 1, '照像清晰': 1, '大方得体': 1, '携带方便': 1}"
19997756308,"{'时尚美观': 3, '完美运行': 2, '流畅至极': 1, '手感一流': 1, '使用简便': 1, '性能一流': 1, '照相清晰': 1, '照相一流': 1, '高端大气': 1, '音质上乘': 1}"
28983553357,{'手感一流': 1}
22759059990,"{'流畅至极': 2, '毫无卡顿': 1, '方便好用': 1, '应用秒开': 1, '体验绝佳': 1}"
16499011258,"{'毫无卡顿': 5, '流畅至极': 3, '持久耐用': 3, '功能齐全': 1, '识别率强': 1, '拍照一流': 1, '高端大气': 1, '惊艳绝伦': 1, '时尚美观': 1, '散热性佳': 1, '美颜神器': 1}"
31628723901,{}
12994519423,"{'功能简单': 1, '方便好用': 1, '小巧精致': 1, '解锁迅速': 1, '待机给力': 1}"
18173362109,"{'时尚美观': 4, '完美运行': 3, '流畅至极': 2, '清晰度高': 2, '性能一流': 1, '方便好用': 1, '屏大小合适': 1, '颜值爆表': 1, '高端大气': 1}"
32356925464,"{'方便好用': 1, '时尚简约': 1}"
6035594,"{'声音洪亮': 47, '使用简便': 23, '方便好用': 22, '操作简便': 18, '做工精湛': 17, '时尚简约': 16, '续航出色': 15, '时尚美观': 14, '音质上乘': 14, '字体清晰': 12, '电池耐用': 11, '结实耐用': 4}"
27490512883,"{'高端大气': 2, '拍照功能强': 2, '流畅至极': 1, '完美运行': 1, '毫无卡顿': 1, '时尚简约': 1, '功能强劲': 1, '像素一流': 1, '时尚美观': 1}"
6748038,{}
11235434358,"{'声音洪亮': 1, '通话清晰': 1}"
30196703075,"{'续航出色': 31, '声音洪亮': 30, '容量充足': 9, '方便好用': 8, '声音清晰': 8, '优质耐用': 6, '大小适宜': 5, '清晰度高': 4, '使用方便': 4, '高端大气': 3, '时尚美观': 3, '精致优雅': 2}"
11767005995,"{'操作简便': 2, '系统易用': 1, '流畅至极': 1, '使用简便': 1, '方便好用': 1, '超大屏幕': 1, '时尚简约': 1, '完全够用': 1}"
28917571895,"{'时尚美观': 12, '完美运行': 8, '流畅至极': 6, '清晰度高': 5, '方便好用': 4, '高端大气': 4, '颜值爆表': 3, '散热性佳': 3, '功能强大': 2, '可玩性强': 2, '性能够用': 2, '颜色绚丽': 1}"
28976036652,"{'小巧精致': 15, '方便好用': 6, '待机给力': 6, '持久耐用': 5, '手感一流': 4, '声音洪亮': 4, '操作简便': 4, '声音清晰': 4, '携带方便': 3, '大小适宜': 2, '时尚美观': 2, '大方得体': 2}"
30201450901,"{'时尚美观': 3, '便携小巧': 2, '小巧精致': 2, '手感一流': 1, '反应超快': 1, '通话清晰': 1, '声音洪亮': 1, '操作简便': 1, '美观大方': 1, '音质上乘': 1}"
31426728970,"{'手感一流': 1, '屏大小合适': 1, '颜值爆表': 1, '时尚美观': 1, '运行流畅': 1}"
31756536423,"{'时尚美观': 7, '解锁迅速': 6, '反应超快': 4, '使用舒适': 4, '毫无卡顿': 4, '清晰度高': 3, '颜色绚丽': 2, '设计人性化': 2, '贴附性好': 1, '屏大小合适': 1, '待机给力': 1, '美颜神器': 1}"
32812068705,"{'反应超快': 2, '持久耐用': 2, '流畅至极': 1, '完美运行': 1, '颜色绚丽': 1, '手感一流': 1, '高端大气': 1, '质感俱佳': 1, '系统干净': 1, '尺寸适宜': 1}"
31984967247,"{'完美运行': 4, '流畅至极': 3, '方便好用': 2, '亮丽如新': 2, '个性潮流': 2, '适用性强': 1, '操作简便': 1, '解锁迅速': 1, '操作简单': 1}"
30845555400,{}
1107459312,"{'待机给力': 21, '时尚美观': 15, '颜色绚丽': 12, '小巧精致': 12, '大小适宜': 8, '方便好用': 8, '通话清晰': 6, '电池耐用': 5, '操作简便': 4, '简单实用': 3, '音质上乘': 3, '舒适性强': 1}"
27142072448,{'包覆性好': 1}
15936740403,"{'声音洪亮': 43, '方便好用': 34, '待机给力': 27, '漂亮大方': 25, '操作简便': 22, '声音清晰': 21, '使用简便': 17, '操作简单': 17, '功能实用': 13, '高端大气': 10, '大方得体': 10, '颜色绚丽': 9}"
18175241971,"{'流畅至极': 4, '时尚简约': 3, '毫无卡顿': 2, '方便好用': 2, '超大屏幕': 2, '内存充足': 2, '续航出色': 1, '高端大气': 1, '触感灵敏': 1}"
1111667716,{}
26847578671,{'造型酷炫': 1}
33361776320,"{'画质感人': 1, '流畅至极': 1, '续航出色': 1, '充电快速': 1, '颜色绚丽': 1, '清晰度高': 1, '毫无卡顿': 1, '时尚美观': 1, '灵敏度高': 1, '内存充足': 1}"
22926848094,"{'声音洪亮': 3, '小巧精致': 3, '持久耐用': 3, '时尚美观': 3, '手感一流': 2, '功能齐全': 1, '大小适宜': 1, '通话清晰': 1, '方便好用': 1, '待机给力': 1, '清晰无杂音': 1}"
11027198150,"{'颜色绚丽': 2, '声音洪亮': 1, '清晰度高': 1, '时尚美观': 1}"
16192138992,"{'流畅至极': 7, '清晰度高': 5, '时尚美观': 4, '续航出色': 3, '毫无卡顿': 3, '散热性佳': 3, '画质感人': 2, '持久耐用': 2, '愉悦舒爽': 2, '颜色绚丽': 1, '轻薄适中': 1}"
28680465230,"{'反应超快': 1, '拍照一流': 1}"
